amount,gst_amount,refund_amount,amount_paid,payment_id,onboarding_id,lead_id,trackrr_customer_id,sub_product_id,payment_provider_id,payment_ids,detail_concern,utr,refund_date,bank_proof,reason_id,contact_id,process_status,remarks
72260.0,13006,85266.0,0.0,111442.0,90573.0,1796202.0,60000.0,4.0,,"111442,111442","""Request from Counsellor: Kindly cancel the E - Nach of the client as he wants to pay his next charges from his credit card only. kindly check and proceed further. He is a little irritated about the same and calling me again and again .

Customer Service Mail - The mentioned client got commitment from the sales person that there will be a 10% discount on each tranche payment and he dropped mail regarding the same but no response.

Ops Comment - we spoke with a client, He mentioned that Shikha promised the client a 10% discount on every tranche payment. The client notes they received a â¹5,000 discount in addition to a 10% discount on Tranche 3. Also Shikha told the client that they have the option to claim a full refund if they decide before the Tranche 3 payment that they do not wish to continue the service. Now the client is asking for a full refund. 
We have received the approval for pro-rata refund but the client said as it was a false commitement from our end he should get full refund. Case again forwarded to the counsellor to confirm if such commitements were given.


Ops to discuss with client: An email sent to the client to Give second Tranche excluding GST. This is best we can do for this client. 
21.Jan.26 - The client denied on the above option and requested for a full tranch payment for the recent tranch and pro-rata on 1st tranch.
23.Jan.26 - Ops sent a revised email for the refund of 2nd tranch including GST. The client is still not agree on the same.
4.Feb.26 - A final email sent to the client that no further deviation in refund will be done. The final amount will be 2nd tranch full refund including GST.""",Considered in payment list of 18/03/26,,nirenbpatel@gmail.com.jpeg,61.0,3386297,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
70466.0,0,70466.0,0.0,6514.0,12141.0,1450436.0,0.0,2.0,,"6514,6514",case fact : On 16th Feb 2026 : client is asking a refund of tranche 2. nisha spoken with the client she is out of country she has not use the service for that resaon she wants second tranche refund. as per that we are providing refund deducting GST. ( feb entry not done ),Considered in payment list of 18/03/26,,mehtasonali712@gmail.com.pdf,176.0,3505428,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
28800.0,0,28800.0,28800.0,6423.0,11838.0,1484709.0,0.0,2.0,,"6423,6423","EC Ticket Raised by  Nerve cell: ""5326Reason: The client wanted to cancel E-Mandate and also wanted the refund of the amount which was deducted from his bank account.
Not interested to continue ahead. Kindly also share an email on the cancellation and refund as the client was promised from our team on the initial days when he raised the issue that our team would cancel the E-Mandate but was not done, hence he requires a refund.""
OPs comments: Client mentioned that his stocks are not performing well and he gets negative returns on his portfolio. He is not ready for any calls. I told him that we will be deducting GST only but he is not ready for this. He is askig for a full refund only.
As per checking his portfolio returns is positive 5*5 (6.64 %)  and MPO (2.01 %).",INF/NEFT/IN42606950933069/UBIN0534480/67778628 / /NikhilDhans,2026-03-10,nikhajare1@gmail.com.pdf,148.0,3539700,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
67668.0,12198,79964.0,79964.0,6509.0,11729.0,1661281.0,,4.0,,"6509,6509","Client Email : I Raushan Sinha, have multiple times informed you your sales executive and collection team, that I do not want to continue the membership with your firm, but still my account have been debited on 28th Feb 2026.

Requesting you to refund the money back immediately.

Ops Comments: ,the client stated that he had clearly informed the payment team about cancelling the service. However, the amount has been deducted. He is now requesting a refund.

Client email : As discussed, my account and subscription got deactivated in Oct 2025, there after i informed equentis AR team and relationship team who were calling for due payments that I want to discontinue the membership. There after my account was blocked.

and all payment was stopped, Meanwhile i forgot to remove the e-mandate, but last month on 28th Feb-26, suddenly my account got debited by 39,924/- without any intimation.

I request you to get the money refunded ASAP. I tried calling AR team, Account Manager ""Sachin"" and Rishav"" also to the Grivance Team  multiple times and was not able to connect.

Ops comments: 1. No response from RM, no one was picking up his calls.
2. Updating the purchase details in the app is tedious work.
3. They are getting cheaper service than us.
4. I asked him which support numbers he was trying to reach, he said he will send the screenshots.",INF/NEFT/IN42607656321137/HDFC0004101/68196970 / /RAUSHANKUMA,2026-03-11,raushanksinha@yahoo.com.jpg,174.0,3567851,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
69000.0,12420,81420.0,81420.0,5763.0,10804.0,1646741.0,0.0,2.0,,"5763,5763","CLient email :As I already mailed you regarding cancellation of my membership still Rs 40710 deducted from my account kindly refund the amount and cancel my membership else wise I will complaint in higher authority 

Ops commnets: The client said he is not interested in the services and wants a refund for the recent tranch debited. Asked him to reply to the email to provide the bank details.",INF/NEFT/IN42606557805104/UTIB0003602/67594612 / /SHREYASMISH,2026-03-06,shreyasmishra61@gmail.com.heic,174.0,3643836,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
66866.0,12036,78902.0,78902.0,5797.0,10816.0,1649988.0,0.0,3.0,,"5797,5797","Client Email : Due to some financial emergency, I would not able to continue with PMP membership, request you to kindly cancel my membership and help me with the refund. 
Further today 2nd installment amounting to Rs. 39,451/- was debited to my account request your to refund the same in full.

Ops Comments:The client informed us that due to a medical emergency in his family, he would like a refund. I explained that the most recent tranche (excluding GST) can be refunded as per policy. However, he stated that he is also a Chartered Accountant and insisted that GST should be refundable as well.

He then requested that we process a full refund for the most recent tranche but continued to insist on a refund for the first tranche, stating that the counsellor had informed him that refunds would be provided on a pro-rata basis.
I informed him that if he would like us to investigate this claim, the refund process may take additional time. He agreed to proceed with the investigation. I will review the call recording and revert to him accordingly.

25-Feb-26: I have gone through the call recording,there is no such refund discussion. (3 call recordings were there, i have gone through all). However, in our meeting held on 19th Feb. '26 with the sales bangalore, the counsellors confirmed that they were not aware about the breakage fees and they do inform the client pro-rata refund.

I tried calling the client but call went unanswered sending an email for the bank details for the tranch 2, lets see if he comes back or argue, we will provide- pro-rata refund + recent tranch full refund.",INF/NEFT/IN42607153108256/UTIB0000174/67965054 / /ANKITASHOKK,2026-03-12,kankariya.ankit@gmail.com.jpg,185.0,3646924,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
67134.0,0,67134.0,67134.0,9502.0,17655.0,1695997.0,,4.0,,"9502,9502","Case fact: An email received from the client that he is getting calls from the payment team for the PMP tranhc payment, however, he ws told by the counsellor, not to pay the tranch, he is requesting to arrange a call from the counsellor.

Ops comments: The client has concerns regarding pre-IPO returns and mentioned that the pre-IPO RM has not contacted him. He is very irritated and has also raised a grievance via email.

pre -ipo comments: I had a detailed conversation with the client mentioned below, and he is extremely upset regarding his onboarding experience with Rahul Singh.

The client mentioned that at the time of onboarding, he was informed that the fees for 25 years of service would be â¹2,25,000. However, he later came to know that the actual fees were â¹2,00,000. Rahul Singh also acknowledged that the correct fees are â¹2,00,000, but the client still received an invoice for â¹2,25,000 instead of â¹2,00,000.

Additionally, Rahul had informed the client that he would receive a 7% discount on the membership, but the client says he has not received any such discount.

The client further stated that when he asked how he would manage the tranche payments, Rahul advised him to invest in Pre-IPO opportunities, assuring him of 3X returns within one year. Based on this, the client invested â¹5,00,000 in Pre-IPO shares, expecting returns within 4â5 months. Currently, his portfolio is in a loss, and he feels he was wrongly promised and misled.

He is very unhappy with the overall experience.

Kindly arrange a call from your side at the earliest to understand and address the issue.

The cllient constantly marking the emails on PO ids, stating that he was lured by the counsellor that in Pre-ipo he will get 100% to 300% returns yearly for sure whereas he was getting 20% to 25% yearly on his own research.

now he is not answering the calls.

28-Feb-26 : Ops comments: I called the client today.

Briefing:

1. He said that Rahul Singh made multiple promises that he did not fulfill.
2. He was told tat by investing in pre-IPO, he would profit in 4 months; specifically, if he invests 3 lacs he will get approximately a 1 lac return in 4 months.
3. He had already invested 10 lacs in the 5x5 strategy and did not have funds to pay the PMP fees either. The counsellor told him that we will review his portfolio and, based on that review, he can invest in pre-IPO. The review never happened.
4. He took a loan to invest in pre-ipo and now he is suffering a loss of Rs. 5 lacs.
5. He also said the fees for PMP differed based on the sales pitch and the agreement.

Client's Expectation:

1. The client wants an apology from Rahul Singh.
2. He wants a refund of his PMP fees.
3. He needs the assistance with pre-IPO selling.

Obeservation: Inspite of multiple emails sent to the counsellor to speak to the client we did not received any reply from the client, the client has stated in his emails that he has the proof which he will share with SEBI only as he is following the escalation matrix. In that emails he has confirmed that Rahul SIngh (The counsellor) called him and accepted few things. (no response received from Rahul to ops team). The client is expecting a proratar refund. I have also checkedt= the feedback calls comments where from the 1st month only he has stated that Rahul is not answering his calls and next month onwards teh updtes are that he was told by Rahul And Shweta that many things has been told while selling pmp which has not fulfilled but let it be. unhappy with the performance. saying it was told within 2 months elite conclave will conduct. also saying response not getting, 

On the basis of the above we are processing his refund also as per pro-rata the amount comes negative, and as he is a difficult client and may escalate to SEBI, his refund is approved on full refund excluding GST.",INF/NEFT/IN42607052601486/PUNB0029900/67922819 / /JAGDISHDWIV,2026-03-11,jagdishdwivedi11@gmail.com.jpg,130.0,3654465,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
68600.0,12348,80948.0,0.0,6902.0,12758.0,1677879.0,,2.0,,"6902,6902","case fact : on 7 march 2026 : Ritu has spoke with the client, who decided to stop investing in the market because he didn't want to continue. On March 5, 2026, his ENach was deducted via Razorpay, and he is requesting a refund. I've already told him that the first payment is not refundable. Therefore, do not process refund for the first tranche. We need to refund the second tranche, which was obtained via Razorpay Enach. Reason for refund: During the onboarding process, the salesperson told him that if he didn't like the program and didn't want to continue, we would reimburse him deducted tranche through enach. Sales Person - Shikha Singh",Considered in payment list of 17/03/26,,parimalagrawal@yahoo.com.jpg,8.0,3669567,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
28800.0,5184,33984.0,33984.0,7766.0,14045.0,1678844.0,0.0,3.0,,"7766,7766","Client Email : I would like to inform you that an amount of INR 16,992/- has been debited from my account towards the extension of membership fees. However, I do not wish to continue with the membership.

Kindly cancel my membership with immediate effect and initiate the refund process for the deducted amount at the earliest.

Ops comments:  He called on inbound. Performance related have addressed and clarified. However, client said he is investing now in mutual funds and pre-ipo and not directly in equity and has stopped the same. He wants to cancel and proceed ahead with the refund.",INF/NEFT/IN42606557805239/HDFC0000102/67594612 / /RINKESHAGRA,2026-03-06,agarwalrinkesh97@gmail.com.pdf,8.0,3670042,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
25200.0,4536,29736.0,29736.0,7780.0,12819.0,1679008.0,0.0,1.0,,"7780,7780",Case fact : On 27th Feb 2026 : client raised an email : Payment has been done automatically from my account.  havenât want to continue why auto deducted money from account  Please return money and cancel subscription On 5 march 2026 : we tried to connect went unanaswered.                                                                                        Ops comment : 6th March :Received an inbound call from the client requesting a refund. The client stated that she is not using the service and was not aware about the e-NACH debit from her account. Status: Client requesting refund based on the above concern.,INF/NEFT/IN42607153108318/HDFC0000204/67965054 / /HARESHLALJI,2026-03-12,haresh.halai@yahoo.com.png,8.0,3670203,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
73334.0,0,73334.0,0.0,7147.0,13163.0,1684015.0,,4.0,,"7147,7147","The below client is following the ealation matrix he has written to Grievance, PO and complaince and now threaten to complaint to SEBI.
Client Case Summary:

The client already holds two PMP accounts with us:

ashoksharma.dmg@gmail.com

sharmashruti201988@gmail.com
Both accounts were onboarded by Kiran Komathe.

In August 2025, the client received a call informing him about a special opportunity for clients below 40 years of age, for which he was required to pay â¹50,000. The payment was made in two tranches. However, he did not receive any further communication regarding this opportunity. After multiple follow-ups, the counsellor informed him that the opportunity did not materialize in his case and assured him of a refund. The client received â¹25,000 in October 2025 and the remaining â¹25,000 in December 2025.

During this period, the client was also facing service-related issues concerning NSE share prices and share transfers, which were allegedly not executed as per the promised rates.

Subsequently, Kiran Komathe contacted the client again and informed him that the Pre-IPO RM, Rishab, was non-responsive. He advised the client to purchase a new PMP subscription in his own name to restart Pre-IPO investments under a new RM. The client was allegedly assured that after three months, he could opt for a refund and that Kiran would assist him in processing it.

Based on this assurance, the client purchased a new PMP subscription in June 2025 under his email ID (sharmaomansh@gmail.com). In September 2025, he began following up for the refund. However, he received different responses each time from Kiran, such as audit in progress or awaiting higher authority approval. In January, Kiran reportedly responded rudely, stating that he would not assist further and that the client should coordinate directly with the finance team, providing a contact number.

Clarifications Required from Kiran Kumathe:

Please provide details regarding the âbelow 40 years opportunity,â including:

Under which account the payment was collected

The nature and structure of this opportunity

Please provide justification regarding the clientâs allegation that the third account was opened solely on the commitment of a full refund after three months.

Clientâs Demand:

The client is requesting a full refund of the subscription purchased under the email ID:
sharmaomansh@gmail.com


Observation: The client sounded genuine; he has invested approximately 80 lakhs in Pre-ipos. 

We tried refund excluding GST but he is not convinced hence processing full refund.",,,sharmaomansh@gmail.com.jpg,130.0,3675016,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
28800.0,5184,33984.0,33984.0,7423.0,13722.0,1687188.0,0.0,3.0,,"7423,7423","On 22nd feb 2026 : Client raised email : Myself S. Rajasuhas (Customer ID: 64443). My registered mobile number is 7732069014. I had subscribed to a 6-month plan, which has now expired. I do not wish to continue the subscription any further. When I received a call from your team regarding the mandate subscription, I clearly informed them of my decision not to continue. However, I was not aware of the procedure to deactivate the mandate. Today, I received a message stating that an amount of â¹16,992/- has been debited from my account. As I do not wish to continue the subscription, I kindly request you to initiate the refund process for the debited amount and confirm the cancellation of the mandate to prevent any future deductions. I look forward to your prompt response and resolution.    OPs comment : On 25th Feb : tried to connnect client but not connect   On 6 March 2026 :Â 
The client is requesting a refund stating they lack the time to use the service and cannot manage or understand the recommendations due to limited market knowledge. he also mentioned that he was unaware of the e-mandate setup. Status: Client requesting refund based on the above reasons",INF/NEFT/IN42607153108328/UTIB0003380/67965054 / /SAMAYAMANTU,2026-03-12,rajsuhas@gmail.com.pdf,17.0,3677966,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
25200.0,4536,29736.0,29736.0,8155.0,14299.0,1689377.0,0.0,1.0,,"8155,8155",case fact : On 3 march client has raised a email. On 4th Receive an inbound call asking for refund due to e mandate amount deducted saying not using the service. asper client he has already inform before few months.  full refund same day request raised.,INF/NEFT/IN42606557805196/UTIB0003816/67594612 / /AKSHAYLOKHA,2026-03-06,akshaylokhande07@gmail.com.pdf,17.0,3679578,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
28800.0,5184,33984.0,33984.0,7803.0,14360.0,1689595.0,0.0,3.0,,"7803,7803","in Nov. he asked for discontinuation and request for a refund due to he showed dissatisfaction towards recommendation, gave rebuttal but seems he was not happy.",INF/INFT/043734028021/68196970 /SHARADKUMARSHARMA /,2026-03-17,rhtshrm69@gmail.com.jpg,43.0,3679781,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
30600.0,5508,36108.0,36108.0,7706.0,14216.0,1689956.0,0.0,2.0,,"7706,7706","Client email: I was taken your services only for trial the first subscription period. And your team was assured me that without my confirmation services will not renew.
But now you have deducted the charges, I was said that firstly i will check your growth report then i will decide to continue or not.

you have deducted the subscription charges without my approval. it seems your agent was misguide me and taken the approval in advance.
So please deactivate the services and refund my money. 
If i see your growth report is good then i will continue with your services.

Ops comments: The client is he was not aware about the enach, he thorught it is an onboarding process hence he shared teh details. 
Reason for refund : he has invested 1lc in our recommendation he will wait for 1 year if any improvement then onlt he will come back, informed him for further steps he has to continue the services, he said no need, he will wait and check the performance.",INF/NEFT/IN42606557805191/AUBL0002106/67594612 / /AJITKUMAR,2026-03-06,jt.sngh1@gmail.com.PDF,69.0,3680115,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
